filename,class_number
001998.png,18
001999.png,79
002000.png,77
002001.png,24
002002.png,74
002003.png,44
002004.png,24
002005.png,55
002006.png,79
002007.png,5
002008.png,13
002009.png,79
002010.png,24
002011.png,79
002012.png,90
002013.png,74
002014.png,50
002015.png,101
002016.png,80
002017.png,18
002018.png,102
002019.png,40
002020.png,71
002021.png,24
002022.png,79
002023.png,9
002024.png,39
002025.png,24
002026.png,79
002027.png,63
002028.png,79
002029.png,24
002030.png,79
002031.png,55
002032.png,79
002033.png,50
002034.png,65
002035.png,24
002036.png,79
002037.png,79
002038.png,79
002039.png,57
002040.png,24
002041.png,24
002042.png,79
002043.png,62
002044.png,18
002045.png,70
002046.png,79
002047.png,44
002048.png,79
002049.png,77
002050.png,94
002051.png,46
002052.png,93
002053.png,24
002054.png,102
002055.png,79
002056.png,44
002057.png,55
002058.png,79
002059.png,24
002060.png,71
002061.png,9
002062.png,24
002063.png,79
002064.png,79
002065.png,23
002066.png,72
002067.png,94
002068.png,48
002069.png,79
002070.png,79
002071.png,72
002072.png,24
002073.png,18
002074.png,71
002075.png,104
002076.png,79
002077.png,24
002078.png,95
002079.png,73
002080.png,77
002081.png,50
002082.png,79
002083.png,67
002084.png,79
002085.png,79
002086.png,57
002087.png,65
002088.png,79
002089.png,36
002090.png,24
002091.png,66
002092.png,17
002093.png,79
002094.png,24
002095.png,79
002096.png,79
002097.png,102
002098.png,79
002099.png,79
002100.png,79
002101.png,79
002102.png,71
002103.png,79
002104.png,18
002105.png,75
002106.png,96
002107.png,18
002108.png,79
002109.png,24
002110.png,79
002111.png,57
002112.png,72
002113.png,74
002114.png,50
002115.png,80
002116.png,77
002117.png,24
002118.png,31
002119.png,79
002120.png,79
002121.png,80
002122.png,19
002123.png,94
002124.png,24
002125.png,105
002126.png,42
002127.png,79
002128.png,58
002129.png,58
002130.png,79
002131.png,24
002132.png,105
002133.png,74
002134.png,72
002135.png,79
002136.png,79
002137.png,18
002138.png,51
002139.png,79
002140.png,70
002141.png,77
002142.png,18
002143.png,50
002144.png,57
002145.png,44
002146.png,58
002147.png,95
002148.png,79
002149.png,79
002150.png,61
002151.png,73
002152.png,74
002153.png,77
002154.png,79
002155.png,18
002156.png,62
002157.png,79
002158.png,57
002159.png,77
002160.png,19
002161.png,18
002162.png,63
002163.png,44
002164.png,77
002165.png,77
002166.png,28
002167.png,2
002168.png,24
002169.png,50
002170.png,94
002171.png,42
002172.png,80
002173.png,9
002174.png,79
002175.png,50
002176.png,79
002177.png,79
002178.png,79
002179.png,77
002180.png,57
002181.png,18
002182.png,80
002183.png,75
002184.png,75
002185.png,24
002186.png,94
002187.png,72
002188.png,79
002189.png,21
002190.png,72
002191.png,46
002192.png,79
002193.png,29
002194.png,79
002195.png,27
002196.png,79
002197.png,17
002198.png,24
002199.png,79
002200.png,25
002201.png,79
002202.png,24
002203.png,65
002204.png,79
002205.png,24
002206.png,79
002207.png,40
002208.png,72
002209.png,79
002210.png,79
002211.png,79
002212.png,24
002213.png,100
002214.png,80
002215.png,44
002216.png,79
002217.png,79
002218.png,7
002219.png,73
002220.png,94
002221.png,94
002222.png,72
002223.png,79
002224.png,79
002225.png,65
002226.png,79
002227.png,62
002228.png,77
002229.png,58
002230.png,76
002231.png,9
002232.png,24
002233.png,24
002234.png,79
002235.png,31
002236.png,79
002237.png,79
002238.png,79
002239.png,57
002240.png,77
002241.png,27
002242.png,79
002243.png,38
002244.png,79
002245.png,60
002246.png,71
002247.png,27
002248.png,28
002249.png,84
002250.png,70
002251.png,80
002252.png,40
002253.png,79
002254.png,79
002255.png,50
002256.png,79
002257.png,98
002258.png,77
002259.png,24
002260.png,18
002261.png,79
002262.png,79
002263.png,79
002264.png,24
002265.png,71
002266.png,84
002267.png,79
002268.png,17
002269.png,68
002270.png,79
002271.png,79
002272.png,79
002273.png,79
002274.png,24
002275.png,72
002276.png,77
002277.png,85
002278.png,79
002279.png,44
002280.png,79
002281.png,77
002282.png,72
002283.png,25
002284.png,24
002285.png,79
002286.png,80
002287.png,24
002288.png,80
002289.png,19
002290.png,50
002291.png,14
002292.png,85
002293.png,71
002294.png,79
002295.png,79
002296.png,71
002297.png,25
002298.png,28
002299.png,73
002300.png,67
002301.png,79
002302.png,44
002303.png,66
002304.png,42
002305.png,79
002306.png,90
002307.png,65
002308.png,77
002309.png,19
002310.png,79
002311.png,40
002312.png,72
002313.png,77
002314.png,57
002315.png,77
002316.png,77
002317.png,18
002318.png,77
002319.png,71
002320.png,79
002321.png,79
002322.png,79
002323.png,79
002324.png,79
002325.png,80
002326.png,77
002327.png,24
002328.png,77
002329.png,72
002330.png,36
002331.png,79
002332.png,74
002333.png,24
002334.png,43
002335.png,23
002336.png,77
002337.png,79
002338.png,101
002339.png,24
002340.png,79
002341.png,74
002342.png,79
002343.png,8
002344.png,24
002345.png,9
002346.png,79
002347.png,2
002348.png,16
002349.png,13
002350.png,79
002351.png,39
002352.png,24
002353.png,94
002354.png,24
002355.png,44
002356.png,77
002357.png,62
002358.png,101
002359.png,77
002360.png,50
002361.png,79
002362.png,27
002363.png,77
002364.png,57
002365.png,24
002366.png,101
002367.png,85
002368.png,71
002369.png,85
002370.png,80
002371.png,71
002372.png,85
002373.png,86
002374.png,79
002375.png,24
002376.png,0
002377.png,79
002378.png,79
002379.png,50
002380.png,72
002381.png,77
002382.png,79
002383.png,74
002384.png,73
002385.png,24
002386.png,77
002387.png,79
002388.png,57
002389.png,94
002390.png,79
002391.png,79
002392.png,29
002393.png,75
002394.png,73
002395.png,79
002396.png,80
002397.png,65
002398.png,2
002399.png,62
002400.png,24
002401.png,50
002402.png,77
002403.png,80
002404.png,79
002405.png,42
002406.png,79
002407.png,18
002408.png,24
002409.png,79
002410.png,24
002411.png,18
002412.png,72
002413.png,79
002414.png,77
002415.png,73
002416.png,66
002417.png,51
002418.png,27
002419.png,101
002420.png,50
002421.png,24
002422.png,25
002423.png,24
002424.png,24
002425.png,72
002426.png,21
002427.png,24
002428.png,24
002429.png,74
002430.png,101
002431.png,79
002432.png,79
002433.png,14
002434.png,79
002435.png,77
002436.png,36
002437.png,24
002438.png,24
002439.png,79
002440.png,77
002441.png,18
002442.png,24
002443.png,75
002444.png,79
002445.png,79
002446.png,80
002447.png,71
002448.png,77
002449.png,18
002450.png,24
002451.png,79
002452.png,77
002453.png,23
002454.png,18
002455.png,79
002456.png,79
002457.png,77
002458.png,77
002459.png,24
002460.png,74
002461.png,31
002462.png,18
002463.png,77
002464.png,79
002465.png,74
002466.png,4
002467.png,73
002468.png,24
002469.png,75
002470.png,79
002471.png,79
002472.png,36
002473.png,72
002474.png,79
002475.png,79
002476.png,44
002477.png,1
002478.png,95
002479.png,57
002480.png,79
002481.png,13
002482.png,77
002483.png,24
002484.png,24
002485.png,16
002486.png,79
002487.png,47
002488.png,28
002489.png,79
002490.png,73
002491.png,74
002492.png,57
002493.png,28
002494.png,80
002495.png,25
002496.png,31
002497.png,19
002498.png,75
002499.png,79
002500.png,58
002501.png,77
002502.png,24
002503.png,79
002504.png,79
002505.png,4
002506.png,72
002507.png,40
002508.png,72
002509.png,79
002510.png,62
002511.png,93
002512.png,93
002513.png,79
002514.png,80
002515.png,79
002516.png,79
002517.png,80
002518.png,6
002519.png,24
002520.png,79
002521.png,44
002522.png,77
002523.png,24
002524.png,29
002525.png,76
002526.png,79
002527.png,24
002528.png,4
002529.png,9
002530.png,72
002531.png,55
002532.png,17
002533.png,79
002534.png,24
002535.png,95
002536.png,44
002537.png,72
002538.png,9
002539.png,57
002540.png,79
002541.png,79
002542.png,73
002543.png,101
002544.png,79
002545.png,24
002546.png,50
002547.png,24
002548.png,77
002549.png,79
002550.png,18
002551.png,50
002552.png,24
002553.png,65
002554.png,94
002555.png,77
002556.png,65
002557.png,24
002558.png,79
002559.png,24
002560.png,79
002561.png,79
002562.png,24
002563.png,18
002564.png,31
002565.png,44
002566.png,19
002567.png,65
002568.png,79
002569.png,79
002570.png,80
002571.png,79
002572.png,24
002573.png,57
002574.png,94
002575.png,72
002576.png,24
002577.png,26
002578.png,79
002579.png,77
002580.png,79
002581.png,36
002582.png,59
002583.png,18
002584.png,24
002585.png,79
002586.png,103
002587.png,70
002588.png,9
002589.png,24
002590.png,79
002591.png,21
002592.png,24
002593.png,79
002594.png,57
002595.png,79
002596.png,79
002597.png,24
002598.png,79
002599.png,65
002600.png,23
002601.png,72
002602.png,73
002603.png,39
002604.png,44
002605.png,71
002606.png,77
002607.png,50
002608.png,24
002609.png,86
002610.png,74
002611.png,77
002612.png,84
002613.png,24
002614.png,50
002615.png,80
002616.png,79
002617.png,24
002618.png,79
002619.png,40
002620.png,77
002621.png,28
002622.png,79
002623.png,79
002624.png,79
002625.png,24
002626.png,72
002627.png,55
002628.png,44
002629.png,92
002630.png,79
002631.png,79
002632.png,71
002633.png,12
002634.png,28
002635.png,77
002636.png,24
002637.png,62
002638.png,79
002639.png,79
002640.png,58
002641.png,79
002642.png,79
002643.png,95
002644.png,85
002645.png,79
002646.png,77
002647.png,23
002648.png,24
002649.png,18
002650.png,79
002651.png,79
002652.png,79
002653.png,75
002654.png,95
002655.png,94
002656.png,24
002657.png,57
002658.png,79
002659.png,79
002660.png,79
002661.png,1
002662.png,74
002663.png,19
002664.png,79
002665.png,71
002666.png,79
002667.png,67
002668.png,24
002669.png,79
002670.png,72
002671.png,79
002672.png,24
002673.png,27
002674.png,79
002675.png,63
002676.png,79
002677.png,24
002678.png,73
002679.png,79
002680.png,27
002681.png,80
002682.png,79
002683.png,94
002684.png,79
002685.png,39
002686.png,24
002687.png,79
002688.png,79
002689.png,79
002690.png,79
002691.png,79
002692.png,44
002693.png,24
002694.png,50
002695.png,79
002696.png,26
002697.png,79
002698.png,79
002699.png,79
002700.png,79
002701.png,79
002702.png,48
002703.png,50
002704.png,79
002705.png,65
002706.png,71
002707.png,19
002708.png,31
002709.png,2
002710.png,77
002711.png,42
002712.png,11
002713.png,1
002714.png,29
002715.png,8
002716.png,44
002717.png,57
002718.png,29
002719.png,80
002720.png,44
002721.png,25
002722.png,79
002723.png,72
002724.png,79
002725.png,24
002726.png,13
002727.png,28
002728.png,36
002729.png,79
002730.png,79
002731.png,80
002732.png,24
002733.png,24
002734.png,79
002735.png,50
002736.png,80
002737.png,65
002738.png,77
002739.png,79
002740.png,24
002741.png,79
002742.png,79
002743.png,79
002744.png,79
002745.png,74
002746.png,4
002747.png,67
002748.png,57
002749.png,79
002750.png,71
002751.png,26
002752.png,101
002753.png,72
002754.png,80
002755.png,80
002756.png,65
002757.png,24
002758.png,77
002759.png,42
002760.png,0
002761.png,50
002762.png,58
002763.png,24
002764.png,79
002765.png,24
002766.png,62
002767.png,40
002768.png,79
002769.png,79
002770.png,57
002771.png,57
002772.png,24
002773.png,79
002774.png,79
002775.png,24
002776.png,50
002777.png,79
002778.png,72
002779.png,72
002780.png,24
002781.png,44
002782.png,79
002783.png,94
002784.png,84
002785.png,44
002786.png,54
002787.png,9
002788.png,77
002789.png,88
002790.png,17
002791.png,98
002792.png,50
002793.png,79
002794.png,79
002795.png,79
002796.png,73
002797.png,25
002798.png,77
002799.png,8
002800.png,27
002801.png,72
002802.png,62
002803.png,79
002804.png,79
002805.png,57
002806.png,90
002807.png,57
002808.png,79
002809.png,79
002810.png,12
002811.png,71
002812.png,79
002813.png,62
002814.png,79
002815.png,79
002816.png,57
002817.png,24
002818.png,44
002819.png,71
002820.png,89
002821.png,63
002822.png,79
002823.png,77
002824.png,79
002825.png,73
002826.png,84
002827.png,26
002828.png,72
002829.png,79
002830.png,65
002831.png,67
002832.png,79
002833.png,79
002834.png,79
002835.png,5
002836.png,79
002837.png,79
002838.png,40
002839.png,57
002840.png,77
002841.png,57
002842.png,72
002843.png,79
002844.png,45
002845.png,24
002846.png,72
002847.png,74
002848.png,13
002849.png,79
002850.png,79
002851.png,62
002852.png,77
002853.png,24
002854.png,79
002855.png,73
002856.png,39
002857.png,79
002858.png,66
002859.png,74
002860.png,44
002861.png,84
002862.png,79
002863.png,31
002864.png,67
002865.png,79
002866.png,95
002867.png,24
002868.png,79
002869.png,24
002870.png,79
002871.png,79
002872.png,79
002873.png,24
002874.png,77
002875.png,77
002876.png,72
002877.png,105
002878.png,79
002879.png,79
002880.png,62
002881.png,62
002882.png,79
002883.png,72
002884.png,79
002885.png,50
002886.png,79
002887.png,17
002888.png,77
002889.png,72
002890.png,71
002891.png,70
002892.png,79
002893.png,44
002894.png,79
002895.png,24
002896.png,71
002897.png,29
002898.png,77
002899.png,79
002900.png,79
002901.png,72
002902.png,24
002903.png,37
002904.png,50
002905.png,50
002906.png,24
002907.png,101
002908.png,9
002909.png,24
002910.png,79
002911.png,79
002912.png,57
002913.png,77
002914.png,24
002915.png,25
002916.png,66
002917.png,79
002918.png,79
002919.png,38
002920.png,18
002921.png,24
002922.png,28
002923.png,79
002924.png,93
002925.png,79
002926.png,24
002927.png,72
002928.png,20
002929.png,79
002930.png,80
002931.png,57
002932.png,71
002933.png,79
002934.png,57
002935.png,72
002936.png,79
002937.png,79
002938.png,24
002939.png,79
002940.png,65
002941.png,0
002942.png,73
002943.png,79
002944.png,24
002945.png,74
002946.png,50
002947.png,79
002948.png,75
002949.png,1
002950.png,24
002951.png,77
002952.png,75
002953.png,44
002954.png,80
002955.png,44
002956.png,66
002957.png,48
002958.png,79
002959.png,17
002960.png,24
002961.png,72
002962.png,79
002963.png,72
002964.png,79
002965.png,70
002966.png,62
002967.png,72
002968.png,62
002969.png,73
002970.png,79
002971.png,28
002972.png,42
002973.png,57
002974.png,80
002975.png,57
002976.png,62
002977.png,94
002978.png,79
002979.png,79
002980.png,46
002981.png,79
002982.png,85
002983.png,77
002984.png,9
002985.png,79
002986.png,42
002987.png,51
002988.png,57
002989.png,18
002990.png,79
002991.png,75
002992.png,24
002993.png,75
002994.png,44
002995.png,79
002996.png,79
002997.png,44
002998.png,85
002999.png,24
003000.png,44
003001.png,79
003002.png,80
003003.png,71
003004.png,77
003005.png,24
003006.png,77
003007.png,24
003008.png,79
003009.png,62
003010.png,79
003011.png,77
003012.png,73
003013.png,72
003014.png,79
003015.png,104
003016.png,3
003017.png,79
003018.png,79
003019.png,72
003020.png,75
003021.png,85
003022.png,66
003023.png,19
003024.png,72
003025.png,79
003026.png,79
003027.png,79
003028.png,77
003029.png,48
003030.png,24
003031.png,103
003032.png,101
003033.png,79
003034.png,84
003035.png,77
003036.png,79
003037.png,65
003038.png,44
003039.png,57
003040.png,40
003041.png,50
003042.png,79
003043.png,7
003044.png,79
003045.png,77
003046.png,24
003047.png,79
003048.png,80
003049.png,73
003050.png,4
003051.png,57
003052.png,77
003053.png,17
003054.png,94
003055.png,65
003056.png,57
003057.png,23
003058.png,79
003059.png,40
003060.png,57
003061.png,36
003062.png,84
003063.png,24
003064.png,77
003065.png,76
003066.png,79
003067.png,50
003068.png,25
003069.png,43
003070.png,55
003071.png,65
003072.png,44
003073.png,79
003074.png,24
003075.png,80
003076.png,18
003077.png,79
003078.png,101
003079.png,85
003080.png,24
003081.png,80
003082.png,50
003083.png,8
003084.png,50
003085.png,79
003086.png,72
003087.png,80
003088.png,50
003089.png,40
003090.png,55
003091.png,50
003092.png,24
003093.png,80
003094.png,59
003095.png,79
003096.png,80
003097.png,79
003098.png,24
003099.png,72
003100.png,24
003101.png,72
003102.png,79
003103.png,79
003104.png,24
003105.png,79
003106.png,73
003107.png,18
003108.png,18
003109.png,79
003110.png,55
003111.png,72
003112.png,17
003113.png,72
003114.png,79
003115.png,40
003116.png,72
003117.png,67
003118.png,28
003119.png,25
003120.png,44
003121.png,72
003122.png,50
003123.png,74
003124.png,18
003125.png,80
003126.png,74
003127.png,72
003128.png,79
003129.png,17
003130.png,50
003131.png,72
003132.png,85
003133.png,79
003134.png,17
003135.png,62
003136.png,75
003137.png,42
003138.png,40
003139.png,19
003140.png,79
003141.png,18
003142.png,79
003143.png,24
003144.png,67
003145.png,79
003146.png,79
003147.png,37
003148.png,27
003149.png,50
003150.png,101
003151.png,79
003152.png,79
003153.png,49
003154.png,62
003155.png,24
003156.png,5
003157.png,79
003158.png,79
003159.png,9
003160.png,73
003161.png,75
003162.png,51
003163.png,46
003164.png,24
003165.png,24
003166.png,68
003167.png,24
003168.png,80
003169.png,24
003170.png,79
003171.png,79
003172.png,35
003173.png,51
003174.png,57
003175.png,44
003176.png,77
003177.png,79
003178.png,24
003179.png,72
003180.png,79
003181.png,72
003182.png,1
003183.png,96
003184.png,71
003185.png,65
003186.png,79
003187.png,79
003188.png,71
003189.png,79
003190.png,77
003191.png,80
003192.png,71
003193.png,79
003194.png,40
003195.png,75
003196.png,31
003197.png,79
003198.png,79
003199.png,79
003200.png,75
003201.png,57
003202.png,79
003203.png,31
003204.png,24
003205.png,18
003206.png,84
003207.png,79
003208.png,101
003209.png,77
003210.png,77
003211.png,24
003212.png,42
003213.png,72
003214.png,103
003215.png,79
